index,P,Q,VaR,VaI,VbR,VbI,VcR,VcI
12653,45432.48,55.18,191.2,-1.7,-97.18,-171.38,-99.09,166.39
12654,45498.07,55.32,191.21,-1.69,-97.18,-171.39,-99.1,166.39
12655,45562.63,55.42,191.21,-1.67,-97.17,-171.4,-99.11,166.39
12656,45626.14,55.49,191.22,-1.66,-97.16,-171.41,-99.13,166.39
12657,45688.58,55.52,191.23,-1.65,-97.16,-171.42,-99.14,166.39
12658,45749.94,55.52,191.24,-1.64,-97.15,-171.43,-99.15,166.39
12659,45810.19,55.48,191.24,-1.63,-97.14,-171.44,-99.16,166.39
12660,45869.32,55.4,191.25,-1.62,-97.14,-171.45,-99.17,166.38
12661,45927.32,55.29,191.26,-1.61,-97.13,-171.45,-99.18,166.38
12662,45984.16,55.15,191.26,-1.6,-97.12,-171.46,-99.2,166.38
12663,46039.84,54.97,191.27,-1.59,-97.12,-171.47,-99.21,166.38
12664,46094.34,54.76,191.27,-1.58,-97.11,-171.48,-99.22,166.38
12665,46147.65,54.52,191.28,-1.57,-97.11,-171.48,-99.23,166.38
12666,46199.77,54.25,191.29,-1.57,-97.1,-171.49,-99.24,166.38
12667,46250.67,53.95,191.29,-1.56,-97.1,-171.5,-99.25,166.38
12668,46300.35,53.61,191.3,-1.55,-97.09,-171.51,-99.26,166.37
12669,46348.8,53.25,191.3,-1.54,-97.08,-171.51,-99.27,166.37
12670,46396.02,53.33,191.31,-1.53,-97.08,-171.52,-99.28,166.37
12671,46442.0,52.44,191.31,-1.52,-97.07,-171.53,-99.28,166.37
12672,46486.72,51.99,191.32,-1.52,-97.07,-171.53,-99.29,166.37
12673,46530.19,51.52,191.32,-1.51,-97.06,-171.54,-99.3,166.37
12674,46572.41,51.02,191.33,-1.5,-97.06,-171.54,-99.31,166.37
12675,46613.36,50.5,191.33,-1.49,-97.06,-171.55,-99.32,166.37
12676,46653.04,49.94,191.33,-1.49,-97.05,-171.56,-99.33,166.37
12677,46691.46,49.37,191.34,-1.48,-97.05,-171.56,-99.33,166.36
12678,46728.61,48.77,191.34,-1.48,-97.04,-171.57,-99.34,166.36
12679,46764.48,48.16,191.35,-1.47,-97.04,-171.57,-99.35,166.36
12680,46799.09,47.52,191.35,-1.46,-97.03,-171.58,-99.35,166.36
12681,46832.42,46.86,191.35,-1.46,-97.03,-171.58,-99.36,166.36
12682,46864.49,46.18,191.36,-1.45,-97.03,-171.58,-99.37,166.36
12683,46895.28,45.47,191.36,-1.45,-97.02,-171.59,-99.37,166.36
12684,46924.81,44.75,191.36,-1.44,-97.02,-171.59,-99.38,166.36
12685,46953.08,44.02,191.37,-1.44,-97.02,-171.6,-99.38,166.36
12686,46980.09,43.26,191.37,-1.43,-97.01,-171.6,-99.39,166.36
12687,47005.84,42.49,191.37,-1.43,-97.01,-171.6,-99.39,166.36
12688,47030.34,41.7,191.38,-1.42,-97.01,-171.61,-99.4,166.36
12689,47053.6,40.88,191.38,-1.42,-97.01,-171.61,-99.4,166.35
12690,47075.62,40.08,191.38,-1.41,-97.0,-171.61,-99.41,166.35
12691,47096.4,39.24,191.38,-1.41,-97.0,-171.62,-99.41,166.35
12692,47115.96,38.4,191.38,-1.41,-97.0,-171.62,-99.42,166.35
12693,47134.3,37.54,191.39,-1.4,-97.0,-171.62,-99.42,166.35
12694,47151.43,36.67,191.39,-1.4,-96.99,-171.62,-99.42,166.35
12695,47167.35,35.79,191.39,-1.4,-96.99,-171.63,-99.43,166.35
12696,47182.09,34.9,191.39,-1.4,-96.99,-171.63,-99.43,166.35
12697,47195.64,34.0,191.39,-1.39,-96.99,-171.63,-99.43,166.35
12698,47208.02,33.09,191.39,-1.39,-96.99,-171.63,-99.43,166.35
12699,47219.23,32.18,191.4,-1.39,-96.99,-171.63,-99.44,166.35
12700,47229.3,31.25,191.4,-1.39,-96.98,-171.63,-99.44,166.35
12701,47238.22,30.32,191.4,-1.38,-96.98,-171.64,-99.44,166.35
12702,47246.02,29.39,191.4,-1.38,-96.98,-171.64,-99.44,166.35
12703,47252.7,28.45,191.4,-1.38,-96.98,-171.64,-99.44,166.35
12704,47258.28,27.5,191.4,-1.38,-96.98,-171.64,-99.44,166.35
12705,47262.76,26.55,191.4,-1.38,-96.98,-171.64,-99.45,166.35
12706,47266.18,25.6,191.4,-1.38,-96.98,-171.64,-99.45,166.35
12707,47268.53,24.64,191.4,-1.38,-96.98,-171.64,-99.45,166.35
12708,47269.84,23.68,191.4,-1.38,-96.98,-171.64,-99.45,166.35
12709,47270.11,22.73,191.4,-1.38,-96.98,-171.64,-99.45,166.35
12710,47269.36,21.77,191.4,-1.38,-96.98,-171.64,-99.45,166.35
12711,47267.62,20.81,191.4,-1.38,-96.98,-171.64,-99.45,166.35
12712,47264.89,19.85,191.4,-1.38,-96.98,-171.64,-99.45,166.35
12713,47261.19,18.89,191.4,-1.38,-96.98,-171.64,-99.45,166.34
12714,47256.53,17.94,191.4,-1.38,-96.98,-171.64,-99.45,166.34
12715,47250.95,16.99,191.4,-1.38,-96.98,-171.64,-99.44,166.34
12716,47244.44,16.04,191.4,-1.38,-96.98,-171.64,-99.44,166.34
12717,47237.03,15.09,191.39,-1.38,-96.98,-171.64,-99.44,166.34
12718,47228.74,14.15,191.39,-1.38,-96.98,-171.63,-99.44,166.34
12719,47219.58,13.21,191.39,-1.38,-96.98,-171.63,-99.44,166.34
12720,44609.39,81.31,180.88,-1.32,-90.92,-162.46,-93.98,156.74
12721,44590.16,-18.62,180.62,-1.76,-91.24,-162.08,-93.47,156.83
12722,44615.45,-16.67,180.6,-1.75,-91.23,-162.06,-93.46,156.81
12723,44646.64,-15.02,180.6,-1.74,-91.22,-162.07,-93.47,156.81
12724,44678.1,-13.17,180.6,-1.74,-91.22,-162.07,-93.48,156.81
12725,44709.69,-11.38,180.61,-1.73,-91.22,-162.08,-93.48,156.81
12726,44741.37,-7.35,180.61,-1.73,-91.21,-162.08,-93.49,156.81
12727,44773.14,-7.98,180.61,-1.72,-91.21,-162.09,-93.49,156.81
12728,44804.95,-6.38,180.62,-1.72,-91.21,-162.09,-93.5,156.81
12729,44836.79,-4.84,180.62,-1.71,-91.2,-162.1,-93.51,156.81
12730,44868.65,-3.35,180.62,-1.71,-91.2,-162.1,-93.51,156.81
12731,44900.49,-1.93,180.63,-1.7,-91.2,-162.11,-93.52,156.81
12732,44932.31,-0.55,180.63,-1.7,-91.19,-162.11,-93.52,156.81
12733,44964.08,0.77,180.63,-1.69,-91.19,-162.12,-93.53,156.81
12734,44995.78,2.03,180.64,-1.69,-91.19,-162.12,-93.54,156.81
12735,45027.4,3.25,180.64,-1.68,-91.18,-162.13,-93.54,156.8
12736,45058.92,4.42,180.65,-1.68,-91.18,-162.13,-93.55,156.8
12737,45090.31,5.53,180.65,-1.67,-91.18,-162.14,-93.56,156.8
12738,45121.57,6.6,180.65,-1.67,-91.17,-162.14,-93.56,156.8
12739,45152.68,7.63,180.66,-1.66,-91.17,-162.14,-93.57,156.8
12740,45183.61,8.6,180.66,-1.66,-91.17,-162.15,-93.57,156.8
12741,45214.36,9.54,180.66,-1.65,-91.16,-162.15,-93.58,156.8
12742,45244.9,10.43,180.67,-1.65,-91.16,-162.16,-93.59,156.8
12743,45275.23,11.28,180.67,-1.64,-91.15,-162.16,-93.59,156.8
12744,45305.32,12.09,180.67,-1.64,-91.15,-162.17,-93.6,156.8
12745,45335.17,12.85,180.68,-1.64,-91.15,-162.17,-93.6,156.8
12746,45364.76,13.58,180.68,-1.63,-91.14,-162.18,-93.61,156.8
12747,45394.07,14.27,180.68,-1.63,-91.14,-162.18,-93.61,156.8
12748,45423.09,14.92,180.69,-1.62,-91.14,-162.19,-93.62,156.79
12749,45451.81,15.54,180.69,-1.62,-91.13,-162.19,-93.63,156.79
12750,45480.22,16.12,180.69,-1.61,-91.13,-162.2,-93.63,156.79
12751,45508.31,16.66,180.7,-1.61,-91.13,-162.2,-93.64,156.79
12752,45536.05,17.18,180.7,-1.6,-91.13,-162.2,-93.64,156.79
12753,45563.45,17.65,180.7,-1.6,-91.12,-162.21,-93.65,156.79
12754,45590.49,18.1,180.7,-1.59,-91.12,-162.21,-93.65,156.79
12755,45617.15,18.51,180.71,-1.59,-91.12,-162.22,-93.66,156.79
12756,45643.44,18.9,180.71,-1.58,-91.11,-162.22,-93.66,156.79
12757,45669.34,19.25,180.71,-1.58,-91.11,-162.22,-93.67,156.79
12758,45694.84,19.58,180.72,-1.58,-91.11,-162.23,-93.67,156.79
12759,45719.93,19.87,180.72,-1.57,-91.1,-162.23,-93.68,156.79
12760,45744.6,20.14,180.72,-1.57,-91.1,-162.24,-93.68,156.79
12761,45768.85,20.38,180.72,-1.56,-91.1,-162.24,-93.69,156.78
12762,45792.66,20.59,180.73,-1.56,-91.1,-162.24,-93.69,156.78
12763,45816.04,20.78,180.73,-1.56,-91.09,-162.25,-93.7,156.78
12764,45838.97,20.94,180.73,-1.55,-91.09,-162.25,-93.7,156.78
12765,45861.44,21.08,180.73,-1.55,-91.09,-162.25,-93.71,156.78
12766,45883.45,21.2,180.74,-1.54,-91.08,-162.26,-93.71,156.78
12767,45905.0,21.29,180.74,-1.54,-91.08,-162.26,-93.72,156.78
12768,45926.08,21.36,180.74,-1.54,-91.08,-162.26,-93.72,156.78
12769,45946.68,21.41,180.74,-1.53,-91.08,-162.27,-93.72,156.78
12770,45966.79,21.43,180.75,-1.53,-91.07,-162.27,-93.73,156.78
12771,45986.42,21.44,180.75,-1.53,-91.07,-162.27,-93.73,156.78
12772,46005.56,21.42,180.75,-1.52,-91.07,-162.28,-93.74,156.78
12773,46024.21,21.39,180.75,-1.52,-91.07,-162.28,-93.74,156.78
12774,46042.36,21.32,180.75,-1.52,-91.07,-162.28,-93.74,156.78
12775,46060.0,21.26,180.76,-1.51,-91.06,-162.28,-93.75,156.78
12776,46077.15,21.17,180.76,-1.51,-91.06,-162.29,-93.75,156.78
12777,46093.78,21.06,180.76,-1.51,-91.06,-162.29,-93.75,156.77
12778,46109.91,20.99,180.76,-1.51,-91.06,-162.29,-93.76,156.77
12779,46125.53,20.8,180.76,-1.5,-91.06,-162.29,-93.76,156.77
12780,46140.64,20.64,180.76,-1.5,-91.05,-162.3,-93.76,156.77
12781,46155.23,20.47,180.77,-1.5,-91.05,-162.3,-93.77,156.77
12782,46169.31,20.28,180.77,-1.5,-91.05,-162.3,-93.77,156.77
12783,46182.88,20.08,180.77,-1.49,-91.05,-162.3,-93.77,156.77
12784,46195.93,19.87,180.77,-1.49,-91.05,-162.3,-93.77,156.77
12785,46208.46,19.64,180.77,-1.49,-91.05,-162.31,-93.78,156.77
12786,46220.48,19.4,180.77,-1.49,-91.04,-162.31,-93.78,156.77
12787,46231.98,21.62,180.77,-1.49,-91.04,-162.31,-93.78,156.77
12788,46242.98,19.49,180.78,-1.48,-91.04,-162.31,-93.78,156.77
12789,46253.47,18.6,180.78,-1.48,-91.04,-162.31,-93.79,156.77
12790,46263.44,18.32,180.78,-1.48,-91.04,-162.31,-93.79,156.77
12791,46272.9,18.02,180.78,-1.48,-91.04,-162.32,-93.79,156.77
12792,46281.86,17.72,180.78,-1.48,-91.04,-162.32,-93.79,156.77
12793,46290.31,17.4,180.78,-1.47,-91.03,-162.32,-93.79,156.77
12794,46298.26,17.07,180.78,-1.47,-91.03,-162.32,-93.79,156.77
12795,46305.71,16.74,180.78,-1.47,-91.03,-162.32,-93.8,156.77
12796,46312.67,16.4,180.78,-1.47,-91.03,-162.32,-93.8,156.77
12797,46319.13,16.05,180.78,-1.47,-91.03,-162.32,-93.8,156.77
12798,46325.1,15.69,180.78,-1.47,-91.03,-162.32,-93.8,156.77
12799,46330.59,15.33,180.78,-1.47,-91.03,-162.33,-93.8,156.77
12800,46335.59,14.96,180.79,-1.47,-91.03,-162.33,-93.8,156.77
12801,46340.12,14.58,180.79,-1.47,-91.03,-162.33,-93.8,156.77
12802,46344.17,14.2,180.79,-1.46,-91.03,-162.33,-93.8,156.76
12803,46347.76,13.81,180.79,-1.46,-91.03,-162.33,-93.8,156.76
12804,46350.87,13.42,180.79,-1.46,-91.03,-162.33,-93.81,156.76
12805,46353.53,14.0,180.79,-1.46,-91.03,-162.33,-93.81,156.76
12806,46355.74,12.62,180.79,-1.46,-91.03,-162.33,-93.81,156.76
12807,46357.49,12.22,180.79,-1.46,-91.02,-162.33,-93.81,156.76
12808,46358.8,11.81,180.79,-1.46,-91.02,-162.33,-93.81,156.76
12809,46359.68,11.4,180.79,-1.46,-91.02,-162.33,-93.81,156.76
12810,46360.12,10.99,180.79,-1.46,-91.02,-162.33,-93.81,156.76
12811,46360.14,10.57,180.79,-1.46,-91.02,-162.33,-93.81,156.76
12812,46359.73,10.15,180.79,-1.46,-91.02,-162.33,-93.81,156.76
12813,46358.91,9.74,180.79,-1.46,-91.02,-162.33,-93.81,156.76
12814,46357.69,9.3,180.79,-1.46,-91.02,-162.33,-93.81,156.76
12815,46356.06,8.89,180.79,-1.46,-91.02,-162.33,-93.81,156.76
12816,46354.04,8.47,180.79,-1.46,-91.02,-162.33,-93.81,156.76
12817,46351.64,8.05,180.79,-1.46,-91.02,-162.33,-93.81,156.76
12818,46348.85,7.63,180.79,-1.46,-91.02,-162.33,-93.81,156.76
12819,46345.69,7.21,180.79,-1.46,-91.02,-162.33,-93.81,156.76
12820,46342.17,6.79,180.79,-1.46,-91.03,-162.33,-93.81,156.76
12821,46338.29,6.38,180.79,-1.46,-91.03,-162.33,-93.8,156.76
12822,46334.05,5.95,180.78,-1.46,-91.03,-162.33,-93.8,156.76
12823,46329.48,5.53,180.78,-1.46,-91.03,-162.33,-93.8,156.76
12824,46324.57,5.12,180.78,-1.47,-91.03,-162.33,-93.8,156.76
12825,46319.33,4.7,180.78,-1.47,-91.03,-162.32,-93.8,156.76
12826,46313.77,4.31,180.78,-1.47,-91.03,-162.32,-93.8,156.76
12827,46307.9,3.89,180.78,-1.47,-91.03,-162.32,-93.8,156.76
12828,46301.72,3.48,180.78,-1.47,-91.03,-162.32,-93.8,156.76
12829,46295.25,3.08,180.78,-1.47,-91.03,-162.32,-93.8,156.76
12830,46288.49,2.68,180.78,-1.47,-91.03,-162.32,-93.8,156.76
12831,46281.45,2.28,180.78,-1.47,-91.03,-162.32,-93.79,156.76
12832,46274.14,1.89,180.78,-1.47,-91.03,-162.32,-93.79,156.76
12833,46266.57,1.5,180.78,-1.47,-91.03,-162.32,-93.79,156.76
12834,46258.75,1.12,180.78,-1.47,-91.03,-162.32,-93.79,156.76
12835,46250.67,0.74,180.78,-1.48,-91.03,-162.31,-93.79,156.76
12836,46242.36,0.37,180.77,-1.48,-91.03,-162.31,-93.79,156.76
12837,46233.82,-0.0,180.77,-1.48,-91.04,-162.31,-93.79,156.76
12838,46225.06,-0.37,180.77,-1.48,-91.04,-162.31,-93.78,156.77
12839,46216.08,-0.73,180.77,-1.48,-91.04,-162.31,-93.78,156.77
12840,49986.58,-114.65,195.66,-1.71,-99.42,-175.22,-101.29,170.25
12841,49985.6,25.66,196.04,-1.08,-99.0,-175.71,-101.99,170.15
12842,49916.61,21.29,196.06,-1.1,-99.02,-175.73,-101.99,170.18
12843,49837.52,17.55,196.06,-1.11,-99.03,-175.72,-101.98,170.18
12844,49756.63,13.6,196.05,-1.12,-99.04,-175.71,-101.97,170.18
12845,49674.16,9.74,196.04,-1.13,-99.05,-175.69,-101.95,170.18
12846,49590.2,5.99,196.03,-1.15,-99.05,-175.68,-101.94,170.18
12847,49504.82,2.35,196.02,-1.16,-99.06,-175.67,-101.92,170.18
12848,49418.09,-1.18,196.01,-1.17,-99.07,-175.66,-101.9,170.18
12849,49330.08,-4.62,196.0,-1.19,-99.08,-175.65,-101.89,170.18
12850,49240.87,-7.94,195.99,-1.2,-99.09,-175.63,-101.87,170.18
12851,49150.52,-11.15,195.98,-1.22,-99.1,-175.62,-101.85,170.19
12852,49059.1,-14.27,195.97,-1.23,-99.11,-175.61,-101.84,170.19
12853,48966.68,-17.28,195.96,-1.24,-99.12,-175.6,-101.82,170.19
12854,48873.34,-20.12,195.95,-1.26,-99.12,-175.58,-101.8,170.19
12855,48779.15,-23.01,195.94,-1.27,-99.13,-175.57,-101.79,170.19
12856,48684.18,-25.72,195.93,-1.29,-99.14,-175.56,-101.77,170.19
12857,48588.5,-28.82,195.92,-1.31,-99.15,-175.55,-101.75,170.19
12858,48492.18,-30.85,195.91,-1.32,-99.16,-175.53,-101.73,170.2
12859,48395.29,-33.28,195.9,-1.34,-99.17,-175.52,-101.71,170.2
12860,48297.9,-35.61,195.88,-1.35,-99.18,-175.51,-101.7,170.2
12861,48200.08,-37.85,195.87,-1.37,-99.19,-175.49,-101.68,170.2
12862,48101.9,-39.99,195.86,-1.38,-99.2,-175.48,-101.66,170.2
12863,48003.44,-42.04,195.85,-1.4,-99.21,-175.47,-101.64,170.21
12864,47904.75,-44.0,195.84,-1.42,-99.22,-175.45,-101.62,170.21
12865,47805.91,-45.88,195.83,-1.43,-99.23,-175.44,-101.6,170.21
12866,47706.99,-47.66,195.82,-1.45,-99.24,-175.42,-101.59,170.21
12867,47608.05,-49.36,195.81,-1.46,-99.25,-175.41,-101.57,170.21
12868,47509.16,-50.9,195.8,-1.48,-99.26,-175.4,-101.55,170.21
12869,47410.39,-52.5,195.79,-1.5,-99.27,-175.38,-101.53,170.22
12870,47311.81,-53.94,195.78,-1.51,-99.28,-175.37,-101.51,170.22
12871,47213.46,-55.3,195.77,-1.53,-99.29,-175.36,-101.49,170.22
12872,47115.43,-56.58,195.75,-1.54,-99.3,-175.34,-101.47,170.22
12873,47017.77,-57.79,195.74,-1.56,-99.31,-175.33,-101.46,170.22
12874,46920.54,-58.91,195.73,-1.58,-99.32,-175.32,-101.44,170.23
12875,46823.81,-59.96,195.72,-1.59,-99.33,-175.3,-101.42,170.23
12876,46727.64,-60.93,195.71,-1.61,-99.34,-175.29,-101.4,170.23
12877,46632.08,-61.83,195.7,-1.62,-99.35,-175.28,-101.38,170.23
12878,46537.19,-62.66,195.69,-1.64,-99.36,-175.26,-101.37,170.23
12879,46443.03,-63.41,195.68,-1.65,-99.37,-175.25,-101.35,170.23
12880,46349.65,-64.09,195.67,-1.67,-99.38,-175.24,-101.33,170.24
12881,46257.12,-64.7,195.66,-1.68,-99.39,-175.23,-101.31,170.24
12882,46165.47,-63.87,195.65,-1.7,-99.4,-175.21,-101.3,170.24
12883,46074.78,-65.72,195.64,-1.71,-99.41,-175.2,-101.28,170.24
12884,45985.08,-66.14,195.63,-1.73,-99.42,-175.19,-101.26,170.24
12885,45896.42,-66.48,195.62,-1.74,-99.43,-175.18,-101.24,170.25
12886,45808.85,-66.77,195.61,-1.76,-99.44,-175.16,-101.23,170.25
12887,45722.43,-66.99,195.6,-1.77,-99.45,-175.15,-101.21,170.25
12888,45637.19,-67.16,195.59,-1.79,-99.46,-175.14,-101.2,170.25
12889,45553.18,-67.35,195.58,-1.8,-99.47,-175.13,-101.18,170.25
12890,45470.44,-67.31,195.57,-1.81,-99.48,-175.12,-101.16,170.26
12891,45389.01,-67.3,195.57,-1.83,-99.48,-175.11,-101.15,170.26
12892,45308.93,-67.24,195.56,-1.84,-99.49,-175.1,-101.13,170.26
12893,45230.25,-67.12,195.55,-1.85,-99.5,-175.08,-101.12,170.26
12894,45152.99,-66.95,195.54,-1.87,-99.51,-175.07,-101.1,170.26
12895,45077.2,-66.73,195.53,-1.88,-99.52,-175.06,-101.09,170.26
12896,45002.9,-66.46,195.52,-1.89,-99.53,-175.05,-101.07,170.27
12897,44930.13,-66.15,195.52,-1.9,-99.53,-175.04,-101.06,170.27
12898,44858.91,-65.79,195.51,-1.92,-99.54,-175.03,-101.05,170.27
12899,44789.28,-65.38,195.5,-1.93,-99.55,-175.02,-101.03,170.27
12900,44721.27,-64.94,195.49,-1.94,-99.56,-175.01,-101.02,170.27
12901,44654.9,-64.45,195.49,-1.95,-99.56,-175.01,-101.01,170.27
12902,44590.19,-63.94,195.48,-1.96,-99.57,-175.0,-101.0,170.27
12903,44527.17,-63.34,195.47,-1.97,-99.58,-174.99,-100.98,170.28
12904,44465.85,-62.74,195.47,-1.98,-99.58,-174.98,-100.97,170.28
12905,44406.27,-62.19,195.46,-1.99,-99.59,-174.97,-100.96,170.28
12906,44348.42,-61.41,195.45,-2.0,-99.6,-174.96,-100.95,170.28
12907,44292.34,-60.7,195.45,-2.01,-99.6,-174.96,-100.94,170.28
12908,44238.04,-59.97,195.44,-2.02,-99.61,-174.95,-100.93,170.28
12909,44185.52,-59.18,195.43,-2.03,-99.61,-174.94,-100.92,170.28
12910,44134.81,-58.37,195.43,-2.04,-99.62,-174.93,-100.91,170.29
12911,44085.91,-57.54,195.42,-2.05,-99.62,-174.93,-100.9,170.29
12912,44038.82,-56.68,195.42,-2.05,-99.63,-174.92,-100.89,170.29
12913,43993.57,-55.79,195.41,-2.06,-99.64,-174.91,-100.88,170.29
12914,43950.14,-54.88,195.41,-2.07,-99.64,-174.91,-100.87,170.29
12915,43908.55,-53.94,195.4,-2.08,-99.64,-174.9,-100.86,170.29
12916,43868.8,-52.98,195.4,-2.08,-99.65,-174.9,-100.86,170.29
12917,43830.88,-52.0,195.4,-2.09,-99.65,-174.89,-100.85,170.29
12918,43794.81,-51.0,195.39,-2.1,-99.66,-174.89,-100.84,170.29
12919,43760.58,-49.98,195.39,-2.1,-99.66,-174.88,-100.84,170.3
12920,43728.17,-48.95,195.39,-2.11,-99.66,-174.88,-100.83,170.3
12921,43697.6,-47.89,195.38,-2.11,-99.67,-174.87,-100.82,170.3
12922,43668.85,-46.83,195.38,-2.12,-99.67,-174.87,-100.82,170.3
12923,43641.92,-45.74,195.38,-2.12,-99.67,-174.87,-100.81,170.3
12924,43616.79,-44.65,195.37,-2.13,-99.68,-174.86,-100.81,170.3
12925,43593.46,-43.54,195.37,-2.13,-99.68,-174.86,-100.8,170.3
12926,43571.92,-42.42,195.37,-2.14,-99.68,-174.86,-100.8,170.3
12927,43552.15,-41.29,195.37,-2.14,-99.69,-174.85,-100.79,170.3
12928,43534.15,-40.15,195.36,-2.14,-99.69,-174.85,-100.79,170.3
12929,43517.89,-39.0,195.36,-2.15,-99.69,-174.85,-100.79,170.3
12930,43503.36,-37.85,195.36,-2.15,-99.69,-174.85,-100.79,170.3
12931,43490.54,-36.69,195.36,-2.15,-99.69,-174.84,-100.78,170.3
12932,43479.42,-35.52,195.36,-2.15,-99.69,-174.84,-100.78,170.3
12933,43469.98,-34.35,195.36,-2.16,-99.7,-174.84,-100.78,170.3
12934,43462.19,-33.18,195.36,-2.16,-99.7,-174.84,-100.78,170.31
12935,43456.04,-32.0,195.36,-2.16,-99.7,-174.84,-100.78,170.31
12936,43451.5,-30.82,195.36,-2.16,-99.7,-174.84,-100.77,170.31
12937,43448.55,-29.64,195.36,-2.16,-99.7,-174.84,-100.77,170.31
12938,43447.17,-28.46,195.36,-2.16,-99.7,-174.84,-100.77,170.31
12939,43447.34,-27.28,195.36,-2.16,-99.7,-174.84,-100.77,170.31
12940,43449.02,-26.1,195.36,-2.16,-99.7,-174.84,-100.77,170.31
12941,43452.19,-24.92,195.36,-2.16,-99.7,-174.84,-100.77,170.31
12942,43456.83,-23.75,195.36,-2.16,-99.7,-174.84,-100.77,170.31
12943,43462.9,-22.57,195.36,-2.16,-99.7,-174.84,-100.77,170.31
12944,43470.38,-21.41,195.36,-2.16,-99.7,-174.84,-100.78,170.31
12945,43479.25,-20.25,195.36,-2.16,-99.7,-174.84,-100.78,170.31
12946,43489.46,-19.09,195.36,-2.16,-99.7,-174.84,-100.78,170.31
12947,43501.0,-17.94,195.36,-2.15,-99.7,-174.85,-100.78,170.31
12948,43513.83,-16.79,195.36,-2.15,-99.7,-174.85,-100.78,170.31
12949,43527.91,-15.66,195.37,-2.15,-99.69,-174.85,-100.79,170.31
12950,43543.23,-14.53,195.37,-2.15,-99.69,-174.85,-100.79,170.31
12951,43559.74,-13.41,195.37,-2.15,-99.69,-174.85,-100.79,170.31
12952,43577.42,-12.3,195.37,-2.14,-99.69,-174.86,-100.79,170.31
12953,43596.24,-11.2,195.37,-2.14,-99.69,-174.86,-100.8,170.31
12954,43616.15,-10.11,195.38,-2.14,-99.69,-174.86,-100.8,170.31
12955,43637.13,-9.03,195.38,-2.13,-99.68,-174.86,-100.81,170.31
12956,43659.15,-7.96,195.38,-2.13,-99.68,-174.87,-100.81,170.31
12957,43682.17,-6.91,195.38,-2.13,-99.68,-174.87,-100.81,170.31
12958,43706.16,-5.86,195.39,-2.12,-99.68,-174.87,-100.82,170.31
12959,43731.08,-4.83,195.39,-2.12,-99.68,-174.88,-100.82,170.31
12960,45187.52,-48.46,201.97,-2.34,-103.15,-180.48,-103.92,176.13
12961,45213.93,-1.82,202.11,-2.1,-103.0,-180.67,-104.18,176.09
12962,45218.74,-1.71,202.12,-2.1,-103.0,-180.68,-104.19,176.1
12963,45221.51,-1.47,202.12,-2.1,-103.0,-180.68,-104.19,176.1
12964,45224.52,-1.32,202.12,-2.1,-103.0,-180.68,-104.19,176.1
12965,45227.79,-1.16,202.12,-2.1,-103.0,-180.68,-104.19,176.1
12966,45231.32,-1.01,202.12,-2.1,-103.0,-180.68,-104.19,176.1
12967,45235.11,-0.86,202.12,-2.1,-103.0,-180.68,-104.19,176.1
12968,45239.15,-0.7,202.12,-2.1,-103.0,-180.68,-104.19,176.1
12969,45243.44,-0.54,202.12,-2.1,-103.0,-180.68,-104.19,176.1
12970,45247.96,-0.39,202.13,-2.1,-103.0,-180.68,-104.19,176.1
12971,45252.71,-0.23,202.13,-2.1,-103.0,-180.68,-104.19,176.1
12972,45257.68,-0.07,202.13,-2.1,-103.0,-180.68,-104.19,176.1
12973,45262.86,0.09,202.13,-2.1,-103.0,-180.68,-104.19,176.1
12974,45268.25,0.24,202.13,-2.09,-103.0,-180.68,-104.2,176.1
12975,45273.84,0.4,202.13,-2.09,-102.99,-180.68,-104.2,176.1
12976,45279.63,0.56,202.13,-2.09,-102.99,-180.68,-104.2,176.1
12977,45285.6,0.71,202.13,-2.09,-102.99,-180.69,-104.2,176.1
12978,45291.75,0.86,202.13,-2.09,-102.99,-180.69,-104.2,176.1
12979,45298.07,1.01,202.13,-2.09,-102.99,-180.69,-104.2,176.1
12980,45304.55,1.17,202.13,-2.09,-102.99,-180.69,-104.2,176.1
12981,45311.19,1.31,202.13,-2.09,-102.99,-180.69,-104.2,176.1
12982,45317.98,1.46,202.13,-2.09,-102.99,-180.69,-104.2,176.1
12983,45324.91,1.61,202.13,-2.09,-102.99,-180.69,-104.2,176.1
12984,45331.98,1.75,202.13,-2.09,-102.99,-180.69,-104.21,176.1
12985,45339.18,1.89,202.13,-2.08,-102.99,-180.69,-104.21,176.1
12986,45346.49,2.03,202.14,-2.08,-102.99,-180.69,-104.21,176.1
12987,45353.93,2.16,202.14,-2.08,-102.99,-180.69,-104.21,176.1
12988,45361.46,2.3,202.14,-2.08,-102.99,-180.69,-104.21,176.1
12989,45369.1,2.43,202.14,-2.08,-102.99,-180.7,-104.21,176.1
12990,45376.83,2.56,202.14,-2.08,-102.99,-180.7,-104.21,176.1
12991,45384.65,2.68,202.14,-2.08,-102.98,-180.7,-104.22,176.1
12992,45392.54,2.8,202.14,-2.08,-102.98,-180.7,-104.22,176.1
12993,45400.51,2.92,202.14,-2.07,-102.98,-180.7,-104.22,176.1
12994,45408.54,3.21,202.14,-2.07,-102.98,-180.7,-104.22,176.1
12995,45416.64,2.85,202.14,-2.07,-102.98,-180.7,-104.22,176.1
12996,45424.78,5.65,202.14,-2.07,-102.98,-180.7,-104.22,176.1
12997,45432.97,3.37,202.14,-2.07,-102.98,-180.7,-104.22,176.1
